seqID	sampleID	patientID	experiment	Time	group	group2	pcoa03_axis1	pcoa03_axis2	pcoa03_axis3	nmds03_axis1	nmds03_axis2	nmds03_axis3	simpsoneven_03	simpson_03	simpson_lci_03	simpson_hci_03	invsimpson_03	invsimpson_lci_03	invsimpson_hci_03	shannon_03	shannon_lci_03	shannon_hci_03	npshannon_03	sobs_03	chao_03	chao_lci_03	chao_hci_03	nseqs	Otu0001	Otu0002	Otu0003	Otu0004	Otu0005	Otu0006	Otu0007	Otu0008	Otu0009	Otu0010	Otu0011	Otu0012	Otu0013	Otu0014	Otu0015	Otu0016	Otu0017	Otu0018	Otu0019	Otu0020	Otu0021	Otu0022	Otu0023	Otu0024	Otu0025	Otu0026	Otu0027	Otu0028	Otu0029	Otu0030	Otu0031	Otu0032	Otu0033	Otu0034	Otu0035	Otu0036	Otu0037	Otu0038	Otu0039	Otu0040	Otu0041	Otu0042	Otu0043	Otu0044	Otu0045	Otu0046	Otu0047	Otu0048	Otu0049	Otu0050	Otu0051	Otu0052	Otu0053	Otu0054	Otu0055	Otu0056	Otu0057	Otu0058	Otu0059	Otu0060	Otu0061	Otu0062	Otu0063	Otu0064	Otu0065	Otu0066	Otu0067	Otu0068	Otu0069	Otu0070	Otu0071	Otu0072	Otu0073	Otu0074	Otu0075	Otu0076	Otu0077	Otu0078	Otu0079	Otu0080	Otu0081	Otu0082	Otu0083	Otu0084	Otu0085	Otu0086	Otu0087	Otu0088	Otu0089	Otu0090	Otu0091	Otu0092	Otu0093	Otu0094	Otu0095	Otu0096	Otu0097	Otu0098	Otu0099	Otu0100	Otu0101	Otu0102	Otu0103	Otu0104	Otu0105	Otu0106	Otu0107	Otu0108	Otu0109	Otu0110	Otu0111	Otu0112	Otu0113	Otu0114	Otu0115	Otu0116	Otu0117	Otu0118	Otu0119	Otu0120	Otu0121	Otu0122	Otu0123	Otu0124	Otu0125	Otu0126	Otu0127	Otu0128	Otu0129	Otu0130	Otu0131	Otu0132	Otu0133	Otu0134	Otu0135	Otu0136	Otu0137	Otu0138	Otu0139	Otu0140	Otu0141	Otu0142	Otu0143	Otu0144	Otu0145	Otu0146	Otu0147	Otu0148	Otu0149	Otu0150	Otu0151	Otu0152	Otu0153	Otu0154	Otu0155	Otu0156	Otu0157	Otu0158	Otu0159	Otu0160	Otu0161	Otu0162	Otu0163	Otu0164	Otu0165	Otu0166	Otu0167	Otu0168	Otu0169	Otu0170	Otu0171	Otu0172	Otu0173	Otu0174	Otu0175	Otu0176	Otu0177	Otu0178	Otu0179	Otu0180	Otu0181	Otu0182	Otu0183	Otu0184	Otu0185	Otu0186	Otu0187	Otu0188	Otu0189	Otu0190
17753p01	17753p01	17753	chen_model	1	xg	xg	0.301425	-0.202516	-0.207858	-0.111016	0.389849	0.10761	0.048506	0.147257	0.144841	0.149673	6.790854	6.681239	6.904125	2.409511	2.391054	2.427968	2.424663	140	206.5	173.817934	270.766414	22031	1598	2760	5294	5153	184	0	50	2	4	9	0	0	22	176	2235	0	285	0	2	8	0	2	0	0	15	1	422	0	0	0	271	0	21	352	0	0	0	0	0	0	0	0	1	0	0	0	0	20	0	2	0	0	0	0	0	307	0	0	0	0	162	0	0	2	85	336	832	0	25	0	0	0	0	0	0	166	0	0	0	0	0	0	33	0	0	0	0	0	0	0	1	0	0	0	457	0	0	0	0	45	0	0	0	0	27	0	3	0	6	0	0	0	47	22	4	0	1	0	0	0	0	0	0	0	0	185	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	6	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	22	0	0	3	0
17753p04	17753p04	17753	chen_model	4	xg	xg	0.356429	0.205276	-0.227294	0.005264	0.19565	0.440855	0.057752	0.071848	0.070178	0.073519	13.918183	13.602012	14.249402	3.34836	3.330073	3.366647	3.362402	241	359.75	305.52653	459.538988	26743	1939	68	2546	5371	989	1	405	618	1143	1605	1	61	33	677	429	0	37	0	0	4	0	598	0	1	880	271	131	0	0	852	1624	233	238	404	751	0	0	0	0	0	0	0	85	91	0	333	0	366	499	112	0	0	0	0	0	250	0	0	0	0	21	0	0	62	18	62	17	41	264	0	25	18	13	0	42	75	0	16	36	10	20	11	39	9	0	91	0	0	17	0	0	0	0	0	30	61	34	0	0	0	0	0	0	5	31	31	160	0	215	28	0	0	82	54	16	0	13	0	1	10	0	9	4	0	93	21	11	0	115	39	3	0	62	0	0	4	49	65	0	68	0	0	6	13	0	13	35	19	0	69	0	0	0	58	17	0	6	0	0	0	7	0	3	11	0	0	3	0	24	0	0	0	0	1	0	0	0	29	2	0	5	0	0	45	0	11	5	0	9	5
17753p07	17753p07	17753	chen_model	7	xg	xg	0.411809	0.32898	-0.090925	0.032393	0.115437	0.563637	0.046663	0.079666	0.077866	0.081466	12.55238	12.275077	12.842502	3.323832	3.304349	3.343314	3.340841	269	390.363636	338.875818	479.790124	26636	449	8	1608	5281	4037	1	705	459	1622	1359	1	614	15	732	373	1	7	0	0	15	0	681	0	0	575	295	92	0	3	571	955	284	114	135	339	0	0	0	0	1	0	9	96	277	0	122	0	586	355	342	1	0	0	0	0	178	0	0	0	0	6	0	0	50	16	116	12	44	270	0	12	24	1	0	13	114	3	67	87	82	119	77	18	70	0	98	1	0	16	1	0	14	0	0	31	50	37	0	0	3	0	4	0	9	0	21	82	0	57	11	0	0	57	64	10	0	195	0	3	11	0	50	0	0	75	19	12	0	17	49	8	0	51	0	22	18	44	59	0	54	28	1	9	38	0	9	41	20	1	37	0	0	0	35	25	0	58	0	0	0	12	0	23	11	0	0	0	0	13	0	0	0	0	3	0	0	0	20	0	0	2	0	0	19	0	23	1	0	15	16
17754cec	17754cec	17754	chen_model	28	xg	xg	0.407922	0.31972	-0.032417	-0.070536	0.079934	0.600438	0.080491	0.042547	0.041282	0.043813	23.503375	22.824459	24.223919	3.873771	3.851526	3.896016	3.897238	292	538.565217	433.592993	721.360275	17044	67	10	1132	2278	1212	0	17	323	1051	701	1	282	7	218	334	0	4	0	0	88	2	402	0	0	121	761	87	0	114	379	234	168	184	136	215	0	0	0	0	0	0	55	63	256	0	111	0	134	103	526	0	0	0	0	0	178	0	0	0	0	8	0	0	28	10	147	12	60	131	0	3	714	33	0	18	129	10	11	134	66	170	206	21	262	0	71	2	78	39	1	0	121	0	0	55	157	51	57	0	0	0	18	0	46	16	6	50	108	23	52	0	0	46	106	5	0	224	0	52	6	0	17	0	0	30	9	4	0	3	21	6	0	38	3	180	0	36	27	0	23	145	51	9	15	0	6	39	9	0	22	0	0	2	60	36	6	45	0	1	0	19	0	43	20	7	0	2	0	18	0	0	0	0	42	0	0	0	7	4	0	2	0	0	2	0	25	0	0	9	24
17754n01	17754n01	17754	chen_model	-1	xg	xg	0.28916	-0.150822	-0.139146	-0.120009	0.282989	0.128403	0.069805	0.130232	0.12815	0.132314	7.678582	7.557758	7.803332	2.395798	2.378982	2.412614	2.408366	110	157.833333	131.957154	214.204203	19326	1945	2598	4355	3625	1005	1	252	1270	389	1507	1	87	0	763	102	3	88	0	0	0	0	89	0	0	2	0	1	0	9	500	15	158	2	0	2	0	0	0	1	0	0	0	50	16	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	36	0	0	0	40	88	3	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	39	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	26	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	3	0	18	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	7	0	0	10	0	5	0
17754n06	17754n06	17754	chen_model	-6	xg	xg	0.398189	0.313611	-0.160372	0.124598	0.172735	0.549941	0.041562	0.097412	0.09453	0.100293	10.265712	9.9708	10.578601	3.32154	3.297148	3.345933	3.341344	247	383.12	322.52621	492.327476	19714	262	11	865	5087	2754	2	376	107	958	258	1	732	3	529	302	0	4	46	1	1	0	257	512	1	138	188	31	0	29	273	66	295	58	1	94	399	0	0	0	163	0	0	36	355	0	139	0	217	157	133	80	0	292	0	0	3	0	0	0	0	31	0	0	111	27	4	8	51	8	0	6	1	6	69	3	6	47	11	85	44	194	16	19	13	1	10	93	146	27	1	0	83	0	0	4	8	59	291	148	0	2	435	10	117	0	63	0	7	55	24	0	0	3	35	3	0	0	0	10	6	0	20	0	0	36	1	117	0	0	9	104	0	5	1	4	26	16	0	0	30	14	16	7	2	48	17	6	15	0	2	1	19	22	4	2	13	5	4	0	0	6	0	38	36	44	0	0	0	9	7	0	0	0	31	8	0	4	2	42	0	18	4	0	3	0	2	0	0	10	0
17754n08	17754n08	17754	chen_model	-8	xg	xg	0.225465	0.439754	0.146095	0.067826	-0.235279	0.513175	0.063579	0.058038	0.056938	0.059139	17.229994	16.909394	17.562986	3.406338	3.389293	3.423383	3.423925	271	389.833333	340.240825	474.945594	26420	2207	7	733	2311	3783	0	1000	476	1181	552	1	1230	2	637	254	0	7	2426	0	15	1	1350	590	0	28	31	255	0	808	334	13	300	333	0	147	330	0	0	0	734	0	267	155	176	0	68	0	20	188	11	215	0	414	0	0	0	0	0	0	0	89	1	0	12	60	0	3	6	1	0	8	6	15	522	0	0	14	52	39	17	55	11	14	18	0	26	32	65	10	1	0	21	0	0	0	6	16	175	96	0	0	46	1	24	0	17	1	158	37	5	0	0	1	13	1	0	3	0	5	2	0	7	5	0	1	1	11	0	9	10	13	0	0	0	9	8	5	4	0	4	13	50	4	3	104	7	0	2	0	0	2	24	9	1	2	6	2	0	2	0	10	0	2	4	78	0	0	1	1	27	0	0	0	10	32	0	2	2	6	0	0	7	0	0	0	0	0	0	8	1
17754p00	17754p00	17754	chen_model	0	xg	xg	-0.138823	-0.290682	0.138759	0.240003	0.363839	-0.426121	0.031486	0.402031	0.394349	0.409713	2.487372	2.440733	2.535828	1.432934	1.410826	1.455043	1.445162	79	149.125	107.021641	254.489921	16771	1701	10171	509	2130	72	2	9	27	50	108	1	1	1	23	15	0	1377	0	0	0	1	30	0	0	0	0	3	0	6	21	10	0	0	0	0	0	0	0	0	1	0	0	7	2	0	0	0	0	0	1	0	0	0	0	0	13	0	0	1	0	1	0	0	0	8	146	0	0	10	0	0	0	0	1	0	41	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	16	0	3	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	1	0	0	0
17754p01	17754p01	17754	chen_model	1	xg	xg	0.244708	-0.239712	-0.188048	-0.060145	0.381665	0.050423	0.044041	0.165736	0.163965	0.167508	6.033679	5.969857	6.09888	2.190011	2.176246	2.203776	2.200514	137	212.136364	175.164086	284.926328	34450	3198	6190	8074	8325	372	0	244	4	3	6	1	1	49	436	3417	1	506	1	0	10	0	0	0	0	45	1	622	0	2	0	30	0	1	525	0	0	0	0	0	0	0	0	2	0	0	0	0	56	0	0	0	0	0	0	0	80	0	0	0	0	138	0	0	11	168	652	92	1	42	0	0	0	0	0	4	136	0	0	0	1	0	0	56	0	0	4	0	0	0	0	0	0	0	0	391	0	0	0	0	56	0	0	0	0	11	0	0	0	0	0	0	0	16	6	10	0	1	0	0	0	0	0	0	0	1	155	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	4	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	7	0	0	0	0
17754p04	17754p04	17754	chen_model	4	xg	xg	0.433882	0.077905	-0.17411	-0.201729	0.253143	0.407642	0.055985	0.072906	0.071027	0.074785	13.716283	13.37169	14.079105	3.408872	3.387044	3.430699	3.428948	245	326	291.026298	387.548939	20444	482	65	3351	3482	485	2	105	430	806	1270	1	6	32	169	374	0	20	0	0	5	1	282	1	0	975	218	102	0	1	703	1166	183	310	299	552	0	0	0	1	0	0	0	77	243	0	280	0	166	257	71	0	0	0	0	0	209	0	0	0	0	26	0	0	40	7	72	11	65	204	0	31	2	41	0	45	78	0	10	22	134	24	23	25	5	0	187	0	0	28	0	0	8	0	0	37	110	46	6	0	0	0	1	0	2	30	78	28	0	54	17	0	0	106	49	21	0	2	0	0	0	0	39	7	0	188	12	3	0	216	24	0	0	0	0	0	0	56	33	0	99	5	0	0	3	0	5	46	20	0	61	0	0	0	48	39	0	10	0	0	0	2	0	9	6	0	0	0	0	62	0	0	0	0	1	0	0	0	25	2	0	0	0	0	58	0	20	0	0	2	4
17754p07	17754p07	17754	chen_model	7	xg	xg	0.432143	0.275738	-0.167456	0.013948	0.206484	0.547578	0.052301	0.073539	0.071208	0.07587	13.59819	13.18038	14.043356	3.466677	3.442181	3.491174	3.491129	260	466.25	377.764618	621.221081	17154	105	6	1208	3687	1467	2	34	356	1044	988	1	291	17	184	358	0	2	0	0	6	0	429	0	0	165	682	86	0	7	405	760	137	104	158	224	0	0	0	0	0	0	0	81	269	0	212	0	24	185	136	0	0	0	0	0	205	0	0	0	0	7	0	0	24	11	86	25	27	118	0	6	34	4	0	3	69	1	25	92	164	40	124	21	20	0	65	4	0	48	0	0	53	0	0	39	194	42	68	0	0	0	0	0	1	2	57	22	0	249	57	0	0	61	39	1	0	10	0	4	16	0	52	0	0	40	7	0	0	46	8	1	0	1	0	40	0	0	39	0	51	89	0	10	8	0	9	41	9	0	36	0	0	0	30	22	1	51	0	0	0	4	0	6	19	0	0	1	0	5	0	0	0	0	3	0	0	0	6	0	0	2	0	0	13	0	35	0	0	1	32
17761cec	17761cec	17761	chen_model	28	xg_cdiff	xg_cdiff	0.432798	0.263126	-0.169896	-0.006384	0.225605	0.545527	0.050104	0.077963	0.075831	0.080096	12.82655	12.48503	13.187281	3.342562	3.319923	3.3652	3.364995	256	382.848485	329.351382	475.362439	19664	58	36	1468	4224	1434	1	420	753	1723	1221	0	0	1	52	1041	0	11	84	0	36	0	241	0	0	280	390	24	0	3	0	2	224	278	256	0	0	0	0	0	0	0	40	76	318	0	198	0	20	83	126	0	137	0	0	883	221	0	0	0	1	38	0	0	201	5	122	7	21	77	0	12	3	0	0	0	84	9	0	171	55	1	138	30	34	0	104	0	0	22	5	0	42	0	0	38	98	54	37	0	0	0	0	0	6	1	51	100	0	95	44	0	38	52	101	7	0	167	0	13	25	0	32	0	62	4	1	12	0	27	47	3	0	37	0	51	1	34	1	0	39	0	0	12	0	0	16	30	30	0	4	0	0	261	16	27	11	0	0	0	0	22	0	15	0	0	0	5	0	3	0	0	0	0	7	0	0	1	11	13	0	2	0	0	2	0	12	0	0	6	16
17761n01	17761n01	17761	chen_model	-1	xg_cdiff	xg_cdiff	0.283083	-0.060793	-0.178894	0.063572	0.34941	0.210107	0.07637	0.147125	0.145063	0.149187	6.796944	6.702986	6.893574	2.238374	2.225459	2.251289	2.246651	89	133.4	108.380628	190.718066	26945	2086	4324	3483	7299	3398	0	1233	2015	395	147	0	0	0	317	10	0	261	0	1	0	0	0	0	0	0	0	0	0	0	275	0	0	0	8	0	0	0	1	0	0	0	137	435	19	0	0	0	39	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	788	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	36	0	7	0
17761n06	17761n06	17761	chen_model	-6	xg_cdiff	xg_cdiff	0.341478	0.356452	0.162249	-0.248225	-0.151186	0.498215	0.085466	0.043497	0.042549	0.044444	22.990241	22.500034	23.502284	3.702627	3.681931	3.723322	3.725232	269	387.833333	338.240825	472.945594	17871	484	9	1460	1387	1161	0	1734	91	1104	381	0	1066	0	385	570	0	4	165	1	0	0	201	982	0	124	348	26	0	13	356	263	447	65	2	62	361	0	0	0	154	0	53	48	268	4	109	0	44	122	29	138	1	292	0	54	0	1	0	0	0	30	0	0	173	29	0	0	13	0	0	4	5	15	40	0	9	311	27	57	65	107	18	7	24	2	4	128	116	10	4	0	44	0	0	0	12	126	59	186	0	0	0	5	117	5	34	0	47	5	38	0	6	6	20	0	0	34	0	10	17	18	4	0	178	47	0	98	0	0	11	142	0	5	1	5	54	12	0	0	23	6	1	8	1	47	3	20	2	0	0	2	14	0	40	4	10	7	11	0	2	2	0	23	5	0	0	0	0	2	15	0	0	0	10	11	0	5	2	31	0	35	33	0	0	0	0	0	1	5	0
17761n08	17761n08	17761	chen_model	-8	xg_cdiff	xg_cdiff	0.24962	0.421481	0.337124	-0.039521	-0.355468	0.594562	0.060454	0.065641	0.06385	0.067433	15.234283	14.829458	15.66183	3.343925	3.321794	3.366056	3.370925	252	383.323529	328.565206	477.244209	16703	134	4	653	437	2974	0	1118	180	616	515	0	1010	0	893	343	0	3	1751	1	11	0	648	500	0	8	11	76	0	231	113	76	297	185	1	24	374	0	0	0	394	0	690	87	101	0	34	0	4	134	13	116	6	183	11	3	2	2	0	0	0	26	0	1	21	20	0	1	1	1	0	1	6	7	141	0	3	31	362	6	9	22	8	1	4	1	1	11	50	4	0	0	16	0	0	0	1	16	12	85	0	0	0	0	13	3	8	0	78	11	0	0	6	5	9	1	0	2	0	0	3	122	8	0	20	0	1	2	0	10	0	11	0	0	2	6	17	3	1	0	2	0	20	2	1	50	2	0	3	1	0	1	20	0	0	4	3	0	0	2	0	2	0	1	0	0	10	0	0	0	17	0	0	0	2	29	0	4	0	4	0	3	11	0	0	0	0	0	0	11	0
17761p00	17761p00	17761	chen_model	0	xg_cdiff	xg_cdiff	-0.166963	-0.258483	0.069539	0.274753	0.328179	-0.378276	0.040941	0.381646	0.376074	0.387218	2.620229	2.582526	2.65905	1.315037	1.299612	1.330462	1.323116	64	151	95.443171	304.719995	22835	3651	12957	198	3979	158	0	28	115	54	13	0	1	0	23	1	0	1371	7	0	0	0	0	4	0	0	1	0	0	0	10	0	0	1	6	0	0	1	0	0	0	0	5	13	3	0	1	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
17761p01	17761p01	17761	chen_model	1	xg_cdiff	xg_cdiff	0.24226	-0.289379	-0.187126	-0.083114	0.397334	0.017362	0.063422	0.20477	0.202284	0.207256	4.883524	4.824949	4.943538	1.904449	1.888854	1.920044	1.913608	77	118.333333	93.954117	177.768708	21756	1810	4442	6156	5776	55	93	70	4	0	1	1	0	1	199	2	0	511	224	0	0	0	0	0	0	8	156	1	0	0	0	0	0	0	1477	0	0	0	0	0	0	0	16	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	37	192	37	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	21	1	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	10	0	6	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
17761p04	17761p04	17761	chen_model	4	xg_cdiff	xg_cdiff	0.443473	0.058615	-0.291915	-0.060775	0.367362	0.389731	0.043281	0.144406	0.140584	0.148228	6.924935	6.746375	7.113205	2.715864	2.69142	2.740309	2.732658	160	219.913043	189.812041	280.406811	17096	125	178	2928	5404	704	0	502	559	591	1224	0	0	0	182	599	0	21	489	0	6	0	5	0	0	559	118	26	0	0	1	0	6	0	190	0	1	0	0	0	0	0	146	201	68	0	258	0	517	0	10	0	0	0	0	4	0	0	0	0	0	23	0	0	64	16	37	0	111	45	0	0	4	0	0	0	65	9	0	13	10	0	41	28	7	0	13	0	1	7	0	0	5	0	0	6	0	19	0	0	0	0	0	0	11	22	144	22	0	28	7	0	0	0	8	23	53	1	0	7	0	0	0	0	27	9	0	25	0	7	0	6	0	156	0	2	0	2	1	0	13	0	0	3	0	0	10	0	22	0	0	0	0	101	40	0	0	0	0	0	0	0	0	17	0	0	0	3	0	8	0	0	0	0	0	0	0	3	3	9	0	22	0	0	3	0	0	4	0	3	1
17761p07	17761p07	17761	chen_model	7	xg_cdiff	xg_cdiff	0.435594	0.111707	-0.305205	-0.006927	0.371929	0.43537	0.035772	0.13771	0.134381	0.141038	7.261663	7.090299	7.441516	2.869884	2.848331	2.891436	2.884331	203	275	241.03594	339.292148	24644	35	14	3293	7975	745	2	384	848	960	1677	0	1	3	89	445	0	2	100	0	30	0	958	0	0	199	863	24	0	0	0	0	620	739	133	0	0	0	0	0	0	0	30	293	864	0	278	0	126	0	47	0	0	0	0	129	14	0	0	0	0	58	0	0	58	3	39	10	89	25	0	21	6	23	0	0	115	16	0	120	35	4	304	54	3	1	98	0	0	38	0	0	40	0	0	33	10	29	1	0	0	0	0	0	22	9	125	108	0	33	8	0	8	47	67	22	34	1	0	31	0	0	0	0	37	0	6	13	0	51	2	11	0	86	0	4	0	19	0	0	29	0	0	3	0	1	17	0	31	0	1	0	0	144	45	26	0	0	0	0	0	10	0	59	0	0	0	4	0	19	0	0	0	0	1	0	0	2	9	0	0	21	0	0	2	0	22	1	0	4	23
17762cec	17762cec	17762	chen_model	28	xg_cdiff	xg_cdiff	0.392075	0.322357	-0.14099	0.088504	0.183163	0.584195	0.065046	0.072177	0.070229	0.074126	13.854773	13.490561	14.239197	3.295065	3.273903	3.316228	3.314155	213	298.2	259.480746	369.173052	18657	145	3	732	3723	1532	0	849	1125	976	1195	2	0	0	168	403	0	17	237	0	17	0	390	0	0	830	273	44	0	0	0	0	128	109	301	0	0	0	0	0	0	0	53	43	100	0	198	0	17	230	0	0	489	0	0	1422	144	0	1	0	1	7	0	0	60	14	71	5	26	186	0	14	0	0	0	0	57	3	1	177	107	5	49	15	64	0	121	0	0	28	0	0	174	0	0	18	46	147	0	0	2	0	0	1	8	7	9	56	0	104	2	0	0	7	56	9	6	370	0	23	26	0	38	0	15	14	5	3	0	13	15	0	0	69	0	13	0	14	2	0	24	0	0	6	0	0	17	23	32	0	2	0	0	30	19	37	6	0	0	0	1	2	0	2	0	0	0	0	0	24	0	0	0	0	4	0	0	0	4	3	0	0	0	0	8	0	4	6	0	3	16
17762n01	17762n01	17762	chen_model	-1	xg_cdiff	xg_cdiff	0.306541	-0.100946	-0.210518	-0.020952	0.340689	0.188617	0.083156	0.158231	0.155906	0.160556	6.319861	6.22834	6.414112	2.152528	2.137979	2.167078	2.160939	76	122.5	94.58119	192.367682	21368	1834	2859	4069	5871	2279	0	692	1908	250	76	1	0	0	86	1	1	194	140	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	348	156	2	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	324	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	4	0
17762n06	17762n06	17762	chen_model	-6	xg_cdiff	xg_cdiff	0.2743	0.27984	0.216262	-0.37508	-0.230527	0.38714	0.089839	0.039896	0.039034	0.040758	25.065079	24.535172	25.618382	3.809132	3.791323	3.826942	3.826597	279	366.15	328.941098	431.08161	23232	908	7	2370	844	411	2	2142	102	1529	544	1	1403	3	343	505	0	2	883	0	3	0	105	1027	0	209	505	25	0	40	391	195	466	80	1	122	620	1	1	0	222	0	441	99	337	7	212	0	45	130	94	143	11	310	0	658	5	0	0	0	0	87	0	0	239	28	3	10	9	6	0	1	18	8	39	0	10	503	16	74	122	223	32	16	79	0	17	112	88	12	2	0	50	0	0	0	16	76	95	236	5	0	0	114	153	23	61	1	69	31	60	0	90	8	43	3	1	24	0	19	25	20	7	0	268	58	2	104	0	0	17	174	0	6	1	3	84	6	0	0	52	12	9	5	6	55	1	27	0	0	2	30	12	6	65	1	16	13	7	0	1	12	0	56	3	0	0	0	0	7	18	0	0	0	17	9	0	2	1	30	0	46	81	0	16	0	0	2	9	0	0
17762n08	17762n08	17762	chen_model	-8	xg_cdiff	xg_cdiff	-0.431342	-0.057583	-0.011083	0.227052	-0.145847	-0.336585	0.454545	0.169231	0.050349	0.288113	5.909091	3.470864	19.861423	2.06298	1.618054	2.507905	2.693419	13	68	30.616712	184.711949	26	10	5	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17762p00	17762p00	17762	chen_model	0	xg_cdiff	xg_cdiff	-0.129606	-0.264199	0.154634	0.271796	0.396072	-0.428423	0.040539	0.503424	0.495807	0.51104	1.986399	1.956792	2.016916	1.092689	1.074672	1.110705	1.100234	49	77.875	59.074382	131.760972	19412	1420	13320	29	3067	179	2	32	58	17	2	0	0	0	2	0	0	890	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	26	4	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
